iter	RMSE
254	1695.980995
255	1695.283209
256	1694.834859
257	1693.866007
258	1693.349579
259	1692.642308
260	1691.718404
261	1691.050473
262	1690.380688
263	1689.931747
264	1689.424507
265	1688.896534
266	1688.309793
267	1687.777544
268	1687.077728
269	1686.795869
270	1686.210059
271	1685.467607
272	1684.298334
273	1683.766334
274	1683.285282
275	1682.119508
276	1681.369578
277	1680.744531
278	1679.984287
279	1679.454452
280	1678.933437
281	1678.345387
282	1677.552024
283	1677.08313
284	1676.393397
285	1675.574045
286	1675.157696
287	1674.638584
288	1674.198587
289	1673.699006
290	1673.222423
291	1672.737185
292	1671.468144
293	1671.021693
294	1670.753739
295	1670.031912
296	1669.220961
297	1668.145823
298	1667.588251
299	1667.191929
300	1666.534187
301	1665.833531
302	1665.03993
303	1664.256101
304	1663.719307
305	1662.451883
306	1661.764934
307	1661.424217
308	1660.905588
309	1659.932393
310	1659.430214
311	1659.035943
312	1658.538179
313	1658.176837
314	1657.24628
315	1656.814327
316	1656.106015
317	1655.779027
318	1655.316091
319	1654.786244
320	1654.292355
321	1653.731521
322	1652.536038
323	1651.955697
324	1651.645223
325	1650.918725
326	1650.577599
327	1650.44031
328	1650.056932
329	1649.044506
330	1648.50793
331	1647.995423
332	1647.369877
333	1646.995976
334	1646.522222
335	1645.993173
336	1645.791812
337	1645.238744
338	1644.552494
339	1644.034958
340	1643.63046
341	1642.697273
342	1642.152706
343	1641.693061
344	1641.253062
345	1640.205014
346	1640.140006
347	1639.596998
348	1639.247006
349	1638.953194
350	1638.622809
351	1638.278563
352	1637.825325
353	1637.274935
354	1636.670169
355	1636.108632
356	1635.286654
357	1634.438849
358	1634.015084
359	1633.349951
360	1633.267425
361	1632.899175
362	1632.642824
363	1632.191486
364	1631.596474
365	1630.562383
366	1630.111043
367	1629.740376
368	1628.929335
369	1628.304621
370	1627.926816
371	1627.437573
372	1626.925509
373	1626.293734
374	1626.02459
375	1625.695775
376	1625.315906
377	1624.697561
378	1624.142615
379	1623.489712
380	1622.517576
381	1621.61963
382	1620.964428
383	1620.349324
384	1619.511797
385	1618.567101
386	1618.008055
387	1617.076612
388	1616.793116
389	1616.324892
390	1615.771079
391	1615.207893
392	1614.660738
393	1614.518511
394	1614.133938
395	1613.248044
396	1612.744907
397	1612.230166
398	1611.773104
399	1611.211624
400	1610.774925
401	1610.427613
402	1610.36913
403	1609.914848
404	1609.15673
405	1608.842448
406	1608.3756
407	1608.07665
408	1607.225101
409	1606.764924
410	1606.504249
411	1605.933942
412	1605.420477
413	1604.877594
414	1604.346909
415	1603.846615
416	1603.356274
417	1602.637309
418	1602.030951
419	1600.793202
420	1600.466097
421	1600.110837
422	1599.634368
423	1599.450291
424	1599.255546
425	1598.89157
426	1598.496988
427	1598.1192
428	1597.771685
429	1597.514657
430	1596.767138
431	1596.356364
432	1595.617275
433	1595.458299
434	1594.7808
435	1594.322214
436	1594.017038
437	1593.651035
438	1593.302949
439	1593.049432
440	1592.633571
441	1592.408901
442	1592.01657
443	1591.357283
444	1590.96875
445	1590.777139
446	1590.294612
447	1589.920459
448	1589.517581
449	1589.131466
450	1588.755461
451	1588.063195
452	1587.746427
453	1587.588712
454	1587.38947
455	1587.048162
456	1586.398623
457	1585.569433
458	1585.177047
459	1584.919803
460	1584.401627
461	1584.165523
462	1583.755784
463	1583.43704
464	1582.659804
465	1582.118591
466	1581.584473
467	1581.130651
468	1580.60018
469	1580.411839
470	1580.135633
471	1579.713839
472	1579.472981
473	1579.157378
474	1578.449369
475	1577.996356
476	1577.59839
477	1577.149214
478	1576.749768
479	1576.356434
480	1576.038399
481	1575.678663
482	1575.122964
483	1574.844465
484	1574.279795
485	1573.691564
486	1573.55677
487	1573.226718
488	1572.841763
489	1572.713994
490	1572.177245
491	1571.574303
492	1571.37654
493	1571.058881
494	1571.020215
495	1570.657448
496	1569.688729
497	1569.186611
498	1568.839054
499	1568.456275
500	1568.146308
501	1567.375877
502	1567.111656
503	1566.711925
504	1566.675819
505	1566.446273
506	1565.894987
507	1565.507738
508	1565.155464
509	1564.66359
510	1564.126161
511	1563.760766
512	1563.625622
513	1563.34141
514	1563.053868
515	1562.744566
516	1562.246162
517	1562.213881
518	1561.769042
519	1561.513697
520	1561.10162
521	1560.476517
522	1560.309144
523	1560.086757
524	1559.743306
525	1559.144072
526	1558.728234
527	1558.324191
528	1557.932971
529	1557.586437
530	1557.18276
531	1556.94855
532	1556.657924
533	1556.331534
534	1556.125877
535	1555.593555
536	1554.884952
537	1554.457051
538	1554.326956
539	1554.102325
540	1553.624665
541	1553.593666
542	1553.010113
543	1552.461366
544	1551.966696
545	1551.710689
546	1551.49459
547	1551.196255
548	1550.834311
549	1550.390426
550	1550.000837
551	1549.662091
552	1549.328752
553	1549.000649
554	1548.663646
555	1548.46571
556	1547.987366
557	1547.72771
558	1547.694268
559	1547.264566
560	1546.732064
561	1546.5136
562	1546.05565
563	1545.56818
564	1545.203865
565	1545.022995
566	1544.785494
567	1544.37714
568	1543.85121
569	1543.366149
570	1542.936204
571	1542.803177
572	1542.395551
573	1542.125686
574	1541.503765
575	1541.184506
576	1540.711103
577	1540.313849
578	1539.838304
579	1539.808117
580	1539.505277
581	1539.27628
582	1538.914558
583	1538.558933
584	1538.123397
585	1537.838682
586	1537.401747
587	1537.077433
588	1536.767751
589	1536.31935
590	1536.088513
591	1535.680665
592	1535.412544
593	1535.388373
594	1534.980319
595	1534.616116
596	1534.335642
597	1533.99321
598	1533.83593
599	1533.141827
600	1532.710015
601	1532.46052
602	1532.173499
603	1531.749662
604	1531.236794
605	1530.875165
606	1530.683778
607	1530.397505
608	1530.151138
609	1529.846251
610	1529.517015
611	1528.936395
612	1528.644133
613	1528.290514
614	1528.035352
615	1527.667192
616	1527.12027
617	1526.583543
618	1526.244358
619	1525.874711
620	1525.660173
621	1525.512019
622	1525.333289
623	1525.310533
624	1524.951799
625	1524.678588
626	1523.968116
627	1523.580177
628	1523.233498
629	1522.933369
630	1522.663434
631	1522.35489
632	1522.333063
633	1521.997945
634	1521.783594
635	1521.439991
636	1521.293964
637	1520.971939
638	1520.741844
639	1520.205884
640	1519.825585
641	1519.374143
642	1518.904453
643	1518.664899
644	1518.559307
645	1518.356497
646	1518.051942
647	1517.798125
648	1517.465931
649	1517.169374
650	1517.148192
651	1516.812817
652	1516.543962
653	1516.365672
654	1516.110307
655	1515.876528
656	1515.171741
657	1514.566568
658	1514.08027
659	1513.604055
660	1513.267565
661	1513.039329
662	1512.703604
663	1512.419697
664	1512.150874
665	1511.796563
666	1511.670144
667	1511.384035
668	1511.085443
669	1510.697985
670	1510.416553
671	1510.171722
672	1509.90969
673	1509.812186
674	1509.492608
675	1509.376783
676	1508.985566
677	1508.72038
678	1508.3676
679	1508.170036
680	1507.907935
681	1507.6053
682	1507.234778
683	1506.969051
684	1506.719449
685	1506.549747
686	1506.344232
687	1506.174619
688	1505.827466
689	1505.374842
690	1504.991771
691	1504.853276
692	1504.622627
693	1504.29439
694	1504.27434
695	1504.215223
696	1504.101713
697	1503.840223
698	1503.45287
699	1503.223455
700	1503.204315
701	1502.889366
702	1502.470024
703	1502.204217
704	1501.836821
705	1501.500079
706	1501.131042
707	1500.939473
708	1500.651297
709	1500.558806
710	1500.198213
711	1500.037589
712	1499.847666
713	1499.482554
714	1499.160854
715	1498.886388
716	1498.524581
717	1498.386964
718	1497.819807
719	1497.516796
720	1497.307808
721	1497.051474
722	1496.764548
723	1496.61624
724	1496.301871
725	1496.026061
726	1495.638569
727	1495.277642
728	1494.898738
729	1494.535762
730	1494.393101
731	1494.194693
732	1494.176147
733	1493.873155
734	1493.613672
735	1493.521662
736	1493.503666
737	1493.231429
738	1492.948693
739	1492.617468
740	1492.367244
741	1492.155638
742	1491.886037
743	1491.534073
744	1491.3217
745	1491.112403
746	1490.568677
747	1490.204319
748	1489.978446
749	1489.710314
750	1489.463439
751	1489.373637
752	1489.12521
753	1488.831868
754	1488.599405
755	1488.44624
756	1488.22389
757	1487.860405
758	1487.489843
759	1487.093134
760	1486.731539
761	1486.424925
762	1486.118289
763	1485.835079
764	1485.582446
765	1485.155704
766	1484.784743
767	1484.093719
768	1483.636124
769	1483.619012
770	1483.397982
771	1483.266724
772	1482.944889
773	1482.763292
774	1482.560026
775	1482.256078
776	1481.94423
777	1481.644837
778	1481.346641
779	1481.034965
780	1480.862311
781	1480.614808
782	1480.471526
783	1480.075325
784	1479.7963
785	1479.781183
786	1479.57609
787	1479.561522
788	1479.426158
789	1479.253272
790	1479.112665
791	1478.871356
792	1478.447848
793	1478.223948
794	1478.174986
795	1478.16098
796	1478.046691
797	1477.814614
798	1477.452452
799	1477.227903
800	1476.979043
801	1476.726626
802	1476.44455
803	1476.083541
804	1475.77458
805	1475.476461
806	1474.974681
807	1474.768585
808	1474.563282
809	1474.240046
810	1473.795265
811	1473.122818
812	1472.90153
813	1472.723582
814	1472.627312
815	1472.281132
816	1472.065933
817	1471.810975
818	1471.578039
819	1471.238563
820	1470.870383
821	1470.643882
822	1470.310746
823	1469.878442
824	1469.661016
825	1469.472228
826	1469.455701
827	1469.066232
828	1468.884882
829	1468.685863
830	1468.337089
831	1468.326596
832	1468.087474
833	1467.810345
834	1467.642497
835	1467.456758
836	1466.932066
837	1466.58812
838	1466.291256
839	1466.024344
840	1465.865018
841	1465.677635
842	1465.54835
843	1465.536632
844	1465.33275
845	1465.18772
846	1464.831314
847	1464.745843
848	1464.5612
849	1464.304146
850	1464.011191
851	1463.581
852	1463.379276
853	1463.066
854	1462.757341
855	1462.468216
856	1462.27446
857	1462.092354
858	1461.894996
859	1461.345603
860	1461.330424
861	1461.159411
862	1460.926526
863	1460.567352
864	1460.311093
865	1459.991771
866	1459.692527
867	1459.148145
868	1458.956415
869	1458.87984
870	1458.584803
871	1458.315869
872	1458.108666
873	1457.948913
874	1457.604566
875	1457.075575
876	1457.003937
877	1456.688036
878	1456.537253
879	1456.22193
880	1456.066003
881	1455.857492
882	1455.565675
883	1455.55616
884	1455.36392
885	1455.039205
886	1454.837449
887	1454.776738
888	1454.50113
889	1454.331954
890	1454.046641
891	1453.873179
892	1453.67052
893	1453.554745
894	1453.350981
895	1453.254668
896	1453.002633
897	1452.740012
898	1452.44111
899	1452.384039
900	1452.128616
901	1451.778824
902	1451.580577
903	1451.320602
904	1451.172488
905	1450.949022
906	1450.4511
907	1450.110939
908	1449.868331
909	1449.611555
910	1449.280948
911	1449.160651
912	1448.906258
913	1448.540749
914	1448.120613
915	1447.926285
916	1447.872696
917	1447.39592
918	1447.055589
919	1446.806364
920	1446.612321
921	1446.5623
922	1446.320471
923	1446.303339
924	1446.003782
925	1445.858012
926	1445.545838
927	1445.206361
928	1444.825607
929	1444.551819
930	1444.43032
931	1444.379943
932	1444.063171
933	1443.743074
934	1443.734375
935	1443.417967
936	1443.160837
937	1442.953546
938	1442.885538
939	1442.528752
940	1442.222561
941	1442.009303
942	1441.748688
943	1441.46126
944	1441.413552
945	1441.255233
946	1440.95891
947	1440.779764
948	1440.765773
949	1440.385376
950	1440.178531
951	1439.922046
952	1439.791603
953	1439.486899
954	1439.326991
955	1438.923049
956	1438.715942
957	1438.461711
958	1438.262323
959	1437.866116
960	1437.550835
961	1437.291581
962	1437.264179
963	1436.976895
964	1436.819952
965	1436.525659
966	1436.480346
967	1436.127382
968	1435.973564
969	1435.738847
970	1435.543134
971	1435.400259
972	1435.3162
973	1435.094627
974	1434.852228
975	1434.556418
976	1434.418919
977	1434.087198
978	1433.945578
979	1433.710101
980	1433.526926
981	1433.261821
982	1433.118988
983	1433.110035
984	1433.092408
985	1432.884777
986	1432.651025
987	1432.398711
988	1432.181977
989	1432.140064
990	1432.08683
991	1432.078254
992	1432.03961
993	1431.835767
994	1431.631584
995	1431.436363
996	1431.266594
997	1431.004011
998	1430.845903
999	1430.587225
